"Gene","sample_id","Expression"
"SNAI1","TCGA-EJ-7786-11",7.2756
"SNAI1","TCGA-ZG-A9LZ-01",5.2577
"SNAI1","TCGA-EJ-7315-11",5.6131
"SNAI1","TCGA-HC-A9TH-01",4.8226
"SNAI1","TCGA-V1-A9O7-01",7.3605
"SNAI1","TCGA-HC-A6HY-01",4.0388
"SNAI1","TCGA-CH-5739-01",5.708
"SNAI1","TCGA-XK-AAIV-01",5.9428
"SNAI1","TCGA-J4-A6G3-01",7.2698
"SNAI1","TCGA-KC-A7FA-01",5.3603
"SNAI1","TCGA-HC-7749-01",4.688
"SNAI1","TCGA-HC-8258-01",5.3584
"SNAI1","TCGA-EJ-7797-11",5.6219
"SNAI1","TCGA-HC-7079-01",6.6967
"SNAI1","TCGA-EJ-7123-11",6.2146
"SNAI1","TCGA-2A-A8VO-01",4.9806
"SNAI1","TCGA-M7-A71Z-01",3.771
"SNAI1","TCGA-EJ-7788-01",4.2038
"SNAI1","TCGA-KK-A8I4-01",7.6671
"SNAI1","TCGA-XJ-A83G-01",4.4929
"SNAI1","TCGA-YL-A9WX-01",6.7608
"SNAI1","TCGA-J4-A67L-01",4.7659
"SNAI1","TCGA-2A-AAYF-01",4.528
"SNAI1","TCGA-EJ-5505-01",4.1526
"SNAI1","TCGA-V1-A9ZK-01",4.1044
"SNAI1","TCGA-XJ-A9DX-01",5.6486
"SNAI1","TCGA-V1-A9OY-01",5.9119
"SNAI1","TCGA-VN-A88O-01",6.0102
"SNAI1","TCGA-EJ-A46F-01",3.4451
"SNAI1","TCGA-G9-6373-01",5.4241
"SNAI1","TCGA-VN-A88R-01",5.0171
"SNAI1","TCGA-G9-6379-01",5.0226
"SNAI1","TCGA-CH-5737-01",5.7228
"SNAI1","TCGA-VP-A87B-01",4.7097
"SNAI1","TCGA-HC-A8D1-01",5.8173
"SNAI1","TCGA-J4-A83L-01",5.437
"SNAI1","TCGA-V1-A8WW-01",4.7515
"SNAI1","TCGA-EJ-A8FO-01",4.0651
"SNAI1","TCGA-QU-A6IN-01",5.1475
"SNAI1","TCGA-FC-7708-01",7.0041
"SNAI1","TCGA-YL-A8SH-01",4.2853
"SNAI1","TCGA-KC-A7FE-01",5.4106
"SNAI1","TCGA-V1-A8ML-01",6.1329
"SNAI1","TCGA-HC-A6AQ-01",4.2229
"SNAI1","TCGA-H9-A6BY-01",3.1748
"SNAI1","TCGA-EJ-7314-11",6.8718
"SNAI1","TCGA-KK-A6E8-01",4.0956
"SNAI1","TCGA-HC-A6AP-01",5.4552
"SNAI1","TCGA-EJ-7317-01",4.3353
"SNAI1","TCGA-YL-A8S9-01",3.4596
"SNAI1","TCGA-KK-A8IA-01",4.7028
"SNAI1","TCGA-G9-6356-01",6.0711
"SNAI1","TCGA-YL-A8SO-01",5.5173
"SNAI1","TCGA-J4-A67Q-01",4.6744
"SNAI1","TCGA-KK-A6E4-01",4.3255
"SNAI1","TCGA-KK-A7B0-01",5.2562
"SNAI1","TCGA-EJ-5511-01",4.7285
